Sum of 8.71,Column Labels,,,,,,,,,,
Row Labels,DO,EC,GRV,MapLocation,ORP,PH,Sal,TDS,Temp,(blank),Grand Total
2017-04-02T02:06:13.876299,,,,,,6.024,,,,,6.024
2017-04-02T02:06:13.876308,,2852,,,,,,,,,2852
2017-04-02T02:06:13.876317,,,,,,,,,31.1,,31.1
2017-04-02T02:06:13.876333,,,,,,,,1540,,,1540
2017-04-02T02:06:13.876342,,,,,,,1.47,,,,1.47
2017-04-02T02:06:13.876350,,,1.001,,,,,,,,1.001
2017-04-02T02:06:13.876357,,,,0,,,,,,,0
2017-04-02T02:06:26.239952,8.93,,,,,,,,,,8.93
2017-04-02T02:06:26.239985,,,,,,,,,,,
2017-04-02T02:06:26.240012,,,,,,6.027,,,,,6.027
2017-04-02T02:06:26.240022,,2850,,,,,,,,,2850
2017-04-02T02:06:26.240032,,,,,,,,,31.1,,31.1
2017-04-02T02:06:26.240042,,,,,,,,1539,,,1539
2017-04-02T02:06:26.240052,,,,,,,1.47,,,,1.47
2017-04-02T02:06:26.240060,,,1.001,,,,,,,,1.001
2017-04-02T02:06:26.240069,,,,0,,,,,,,0
2017-04-02T02:06:38.201274,8.95,,,,,,,,,,8.95
2017-04-02T02:06:38.201304,,,,,,,,,,,
2017-04-02T02:06:38.201316,,,,,,6.029,,,,,6.029
2017-04-02T02:06:38.201327,,2851,,,,,,,,,2851
2017-04-02T02:06:38.201335,,,,,,,,,30.85,,30.85
2017-04-02T02:06:38.201342,,,,,,,,1540,,,1540
2017-04-02T02:06:38.201351,,,,,,,1.47,,,,1.47
2017-04-02T02:06:38.201358,,,1.001,,,,,,,,1.001
2017-04-02T02:06:38.201365,,,,0,,,,,,,0
2017-04-02T02:06:49.786723,8.96,,,,,,,,,,8.96
2017-04-02T02:06:49.786760,,,,,,,,,,,
2017-04-02T02:06:49.786779,,,,,,6.03,,,,,6.03
2017-04-02T02:06:49.786790,,2851,,,,,,,,,2851
2017-04-02T02:06:49.786800,,,,,,,,,30.85,,30.85
2017-04-02T02:06:49.786809,,,,,,,,1539,,,1539
2017-04-02T02:06:49.786819,,,,,,,1.47,,,,1.47
2017-04-02T02:06:49.786951,,,1.001,,,,,,,,1.001
2017-04-02T02:06:49.786965,,,,0,,,,,,,0
2017-04-02T02:07:01.765762,9.01,,,,,,,,,,9.01
2017-04-02T02:07:01.765797,,,,,,,,,,,
2017-04-02T02:07:01.765811,,,,,,6.024,,,,,6.024
2017-04-02T02:07:01.765821,,2849,,,,,,,,,2849
2017-04-02T02:07:01.765831,,,,,,,,,31.34,,31.34
2017-04-02T02:07:01.765840,,,,,,,,1538,,,1538
2017-04-02T02:07:01.765849,,,,,,,1.47,,,,1.47
2017-04-02T02:07:01.765858,,,1.001,,,,,,,,1.001
2017-04-02T02:07:01.765868,,,,0,,,,,,,0
2017-04-02T02:07:13.712882,9.02,,,,,,,,,,9.02
2017-04-02T02:07:13.712919,,,,,,,,,,,
2017-04-02T02:07:13.712935,,,,,,6.033,,,,,6.033
2017-04-02T02:07:13.712945,,2852,,,,,,,,,2852
2017-04-02T02:07:13.712955,,,,,,,,,31.1,,31.1
2017-04-02T02:07:13.712964,,,,,,,,1540,,,1540
2017-04-02T02:07:13.712974,,,,,,,1.47,,,,1.47
2017-04-02T02:07:13.712984,,,1.001,,,,,,,,1.001
2017-04-02T02:07:13.712993,,,,0,,,,,,,0
2017-04-02T02:07:25.625485,9.09,,,,,,,,,,9.09
2017-04-02T02:07:25.625520,,,,,,,,,,,
2017-04-02T02:07:25.625534,,,,,,6.029,,,,,6.029
2017-04-02T02:07:25.625549,,2852,,,,,,,,,2852
2017-04-02T02:07:25.625560,,,,,,,,,31.1,,31.1
2017-04-02T02:07:25.625574,,,,,,,,1540,,,1540
2017-04-02T02:07:25.625585,,,,,,,1.47,,,,1.47
2017-04-02T02:07:25.625594,,,1.001,,,,,,,,1.001
2017-04-02T02:07:25.625603,,,,0,,,,,,,0
2017-04-02T02:07:37.623552,9.01,,,,,,,,,,9.01
2017-04-02T02:07:37.623586,,,,,,,,,,,
2017-04-02T02:07:37.623602,,,,,,6.031,,,,,6.031
2017-04-02T02:07:37.623613,,2846,,,,,,,,,2846
2017-04-02T02:07:37.623628,,,,,,,,,31.1,,31.1
2017-04-02T02:07:37.623637,,,,,,,,1537,,,1537
2017-04-02T02:07:37.623646,,,,,,,1.47,,,,1.47
2017-04-02T02:07:37.623656,,,1.001,,,,,,,,1.001
2017-04-02T02:07:37.623668,,,,0,,,,,,,0
2017-04-02T02:07:49.879386,9,,,,,,,,,,9
2017-04-02T02:07:49.879420,,,,,,,,,,,
2017-04-02T02:07:49.879434,,,,,,6.028,,,,,6.028
2017-04-02T02:07:49.879445,,2851,,,,,,,,,2851
2017-04-02T02:07:49.879455,,,,,,,,,30.61,,30.61
2017-04-02T02:07:49.879469,,,,,,,,1540,,,1540
2017-04-02T02:07:49.879481,,,,,,,1.47,,,,1.47
2017-04-02T02:07:49.879491,,,1.001,,,,,,,,1.001
2017-04-02T02:07:49.879500,,,,0,,,,,,,0
2017-04-02T02:08:01.498209,8.98,,,,,,,,,,8.98
2017-04-02T02:08:01.498244,,,,,,,,,,,
2017-04-02T02:08:01.498258,,,,,,6.025,,,,,6.025
2017-04-02T02:08:01.498270,,2852,,,,,,,,,2852
2017-04-02T02:08:01.498281,,,,,,,,,31.1,,31.1
2017-04-02T02:08:01.498291,,,,,,,,1540,,,1540
2017-04-02T02:08:01.498300,,,,,,,1.47,,,,1.47
2017-04-02T02:08:01.498310,,,1.001,,,,,,,,1.001
2017-04-02T02:08:01.498319,,,,0,,,,,,,0
2017-04-02T02:08:13.539380,8.91,,,,,,,,,,8.91
2017-04-02T02:08:13.539416,,,,,,,,,,,
2017-04-02T02:08:13.539431,,,,,,6.032,,,,,6.032
2017-04-02T02:08:13.539442,,2847,,,,,,,,,2847
2017-04-02T02:08:13.539452,,,,,,,,,31.59,,31.59
2017-04-02T02:08:13.539461,,,,,,,,1537,,,1537
2017-04-02T02:08:13.539470,,,,,,,1.47,,,,1.47
2017-04-02T02:08:13.539480,,,1.001,,,,,,,,1.001
2017-04-02T02:08:13.539489,,,,0,,,,,,,0
2017-04-02T02:08:25.478130,8.89,,,,,,,,,,8.89
2017-04-02T02:08:25.478167,,,,,,,,,,,
2017-04-02T02:08:25.478181,,,,,,6.03,,,,,6.03
2017-04-02T02:08:25.478192,,2852,,,,,,,,,2852
2017-04-02T02:08:25.478203,,,,,,,,,31.34,,31.34
2017-04-02T02:08:25.478212,,,,,,,,1540,,,1540
2017-04-02T02:08:25.478221,,,,,,,1.47,,,,1.47
2017-04-02T02:08:25.478230,,,1.001,,,,,,,,1.001
2017-04-02T02:08:25.478238,,,,0,,,,,,,0
2017-04-02T02:08:37.716237,8.86,,,,,,,,,,8.86
2017-04-02T02:08:37.716270,,,,,,,,,,,
2017-04-02T02:08:37.716285,,,,,,6.026,,,,,6.026
2017-04-02T02:08:37.716295,,2852,,,,,,,,,2852
2017-04-02T02:08:37.716306,,,,,,,,,31.1,,31.1
2017-04-02T02:08:37.716315,,,,,,,,1540,,,1540
2017-04-02T02:08:37.716325,,,,,,,1.47,,,,1.47
2017-04-02T02:08:37.716334,,,1.001,,,,,,,,1.001
2017-04-02T02:08:37.716343,,,,0,,,,,,,0
2017-04-02T02:08:49.529084,8.96,,,,,,,,,,8.96
2017-04-02T02:08:49.529122,,,,,,,,,,,
2017-04-02T02:08:49.529136,,,,,,6.034,,,,,6.034
2017-04-02T02:08:49.529147,,2846,,,,,,,,,2846
2017-04-02T02:08:49.529156,,,,,,,,,31.1,,31.1
2017-04-02T02:08:49.529165,,,,,,,,1537,,,1537
2017-04-02T02:08:49.529174,,,,,,,1.47,,,,1.47
2017-04-02T02:08:49.529184,,,1.001,,,,,,,,1.001
2017-04-02T02:08:49.529193,,,,0,,,,,,,0
2017-04-02T02:09:01.529015,9.03,,,,,,,,,,9.03
2017-04-02T02:09:01.529053,,,,,,,,,,,
2017-04-02T02:09:01.529069,,,,,,6.033,,,,,6.033
2017-04-02T02:09:01.529079,,2852,,,,,,,,,2852
2017-04-02T02:09:01.529089,,,,,,,,,31.1,,31.1
2017-04-02T02:09:01.529098,,,,,,,,1540,,,1540
2017-04-02T02:09:01.529128,,,,,,,1.47,,,,1.47
2017-04-02T02:09:01.529148,,,1.001,,,,,,,,1.001
2017-04-02T02:09:01.529158,,,,0,,,,,,,0
2017-04-02T02:09:13.795252,9.03,,,,,,,,,,9.03
2017-04-02T02:09:13.795282,,,,,,,,,,,
2017-04-02T02:09:13.795297,,,,,,6.034,,,,,6.034
2017-04-02T02:09:13.795310,,2852,,,,,,,,,2852
2017-04-02T02:09:13.795321,,,,,,,,,31.1,,31.1
2017-04-02T02:09:13.795332,,,,,,,,1540,,,1540
2017-04-02T02:09:13.795342,,,,,,,1.47,,,,1.47
2017-04-02T02:09:13.795353,,,1.001,,,,,,,,1.001
2017-04-02T02:09:13.795362,,,,0,,,,,,,0
2017-04-02T02:09:25.485946,8.96,,,,,,,,,,8.96
2017-04-02T02:09:25.485982,,,,,,,,,,,
2017-04-02T02:09:25.485996,,,,,,6.025,,,,,6.025
2017-04-02T02:09:25.486006,,2849,,,,,,,,,2849
2017-04-02T02:09:25.486015,,,,,,,,,31.34,,31.34
2017-04-02T02:09:25.486024,,,,,,,,1538,,,1538
2017-04-02T02:09:25.486033,,,,,,,1.47,,,,1.47
2017-04-02T02:09:25.486042,,,1.001,,,,,,,,1.001
2017-04-02T02:09:25.486051,,,,0,,,,,,,0
2017-04-02T02:09:37.796969,8.91,,,,,,,,,,8.91
2017-04-02T02:09:37.797002,,,,,,,,,,,
2017-04-02T02:09:37.797017,,,,,,6.031,,,,,6.031
2017-04-02T02:09:37.797028,,2852,,,,,,,,,2852
2017-04-02T02:09:37.797038,,,,,,,,,31.1,,31.1
2017-04-02T02:09:37.797048,,,,,,,,1540,,,1540
2017-04-02T02:09:37.797058,,,,,,,1.47,,,,1.47
2017-04-02T02:09:37.797067,,,1.001,,,,,,,,1.001
2017-04-02T02:09:37.797075,,,,0,,,,,,,0
2017-04-02T02:09:49.722940,8.99,,,,,,,,,,8.99
2017-04-02T02:09:49.722981,,,,,,,,,,,
2017-04-02T02:09:49.722992,,,,,,6.026,,,,,6.026
2017-04-02T02:09:49.723001,,2852,,,,,,,,,2852
2017-04-02T02:09:49.723008,,,,,,,,,31.1,,31.1
2017-04-02T02:09:49.723016,,,,,,,,1540,,,1540
2017-04-02T02:09:49.723023,,,,,,,1.47,,,,1.47
2017-04-02T02:09:49.723031,,,1.001,,,,,,,,1.001
2017-04-02T02:09:49.723038,,,,0,,,,,,,0
2017-04-02T02:10:01.763223,9.02,,,,,,,,,,9.02
2017-04-02T02:10:01.763266,,,,,,,,,,,
2017-04-02T02:10:01.763283,,,,,,6.032,,,,,6.032
2017-04-02T02:10:01.763295,,2850,,,,,,,,,2850
2017-04-02T02:10:01.763305,,,,,,,,,31.1,,31.1
2017-04-02T02:10:01.763315,,,,,,,,1539,,,1539
2017-04-02T02:10:01.763325,,,,,,,1.47,,,,1.47
2017-04-02T02:10:01.763334,,,1.001,,,,,,,,1.001
2017-04-02T02:10:01.763343,,,,0,,,,,,,0
2017-04-02T02:10:13.456993,9.01,,,,,,,,,,9.01
2017-04-02T02:10:13.457031,,,,,,,,,,,
2017-04-02T02:10:13.457046,,,,,,6.027,,,,,6.027
2017-04-02T02:10:13.457058,,2851,,,,,,,,,2851
2017-04-02T02:10:13.457067,,,,,,,,,31.1,,31.1
2017-04-02T02:10:13.457078,,,,,,,,1540,,,1540
2017-04-02T02:10:13.457089,,,,,,,1.47,,,,1.47
2017-04-02T02:10:13.457098,,,1.001,,,,,,,,1.001
2017-04-02T02:10:13.457107,,,,0,,,,,,,0
2017-04-02T02:10:25.745110,9.02,,,,,,,,,,9.02
2017-04-02T02:10:25.745143,,,,,,,,,,,
2017-04-02T02:10:25.745159,,,,,,6.024,,,,,6.024
2017-04-02T02:10:25.745171,,2852,,,,,,,,,2852
2017-04-02T02:10:25.745181,,,,,,,,,31.1,,31.1
2017-04-02T02:10:25.745191,,,,,,,,1540,,,1540
2017-04-02T02:10:25.745200,,,,,,,1.47,,,,1.47
2017-04-02T02:10:25.745209,,,1.001,,,,,,,,1.001
2017-04-02T02:10:25.745218,,,,0,,,,,,,0
2017-04-02T02:10:37.812920,8.99,,,,,,,,,,8.99
2017-04-02T02:10:37.812952,,,,,,,,,,,
2017-04-02T02:10:37.812966,,,,,,6.033,,,,,6.033
2017-04-02T02:10:37.812977,,2847,,,,,,,,,2847
2017-04-02T02:10:37.812987,,,,,,,,,31.34,,31.34
2017-04-02T02:10:37.812997,,,,,,,,1537,,,1537
2017-04-02T02:10:37.813006,,,,,,,1.47,,,,1.47
2017-04-02T02:10:37.813015,,,1.001,,,,,,,,1.001
2017-04-02T02:10:37.813023,,,,0,,,,,,,0
2017-04-02T02:10:49.761936,9.01,,,,,,,,,,9.01
2017-04-02T02:10:49.761965,,,,,,,,,,,
2017-04-02T02:10:49.761977,,,,,,6.03,,,,,6.03
2017-04-02T02:10:49.761986,,2852,,,,,,,,,2852
2017-04-02T02:10:49.761996,,,,,,,,,31.1,,31.1
2017-04-02T02:10:49.762004,,,,,,,,1540,,,1540
2017-04-02T02:10:49.762012,,,,,,,1.47,,,,1.47
2017-04-02T02:10:49.762020,,,1.001,,,,,,,,1.001
2017-04-02T02:10:49.762027,,,,0,,,,,,,0
2017-04-02T02:11:01.763662,9.07,,,,,,,,,,9.07
2017-04-02T02:11:01.763694,,,,,,,,,,,
2017-04-02T02:11:01.763709,,,,,,6.024,,,,,6.024
2017-04-02T02:11:01.763720,,2852,,,,,,,,,2852
2017-04-02T02:11:01.763731,,,,,,,,,31.1,,31.1
2017-04-02T02:11:01.763741,,,,,,,,1540,,,1540
2017-04-02T02:11:01.763751,,,,,,,1.47,,,,1.47
2017-04-02T02:11:01.763760,,,1.001,,,,,,,,1.001
2017-04-02T02:11:01.763769,,,,0,,,,,,,0
2017-04-02T02:11:13.424216,9.02,,,,,,,,,,9.02
2017-04-02T02:11:13.424255,,,,,,,,,,,
2017-04-02T02:11:13.424270,,,,,,6.032,,,,,6.032
2017-04-02T02:11:13.424281,,2850,,,,,,,,,2850
2017-04-02T02:11:13.424291,,,,,,,,,31.1,,31.1
2017-04-02T02:11:13.424300,,,,,,,,1539,,,1539
2017-04-02T02:11:13.424309,,,,,,,1.47,,,,1.47
2017-04-02T02:11:13.424318,,,1.001,,,,,,,,1.001
2017-04-02T02:11:13.424327,,,,0,,,,,,,0
2017-04-02T02:11:25.450661,9.03,,,,,,,,,,9.03
2017-04-02T02:11:25.450693,,,,,,,,,,,
2017-04-02T02:11:25.450705,,,,,,6.03,,,,,6.03
2017-04-02T02:11:25.450714,,2852,,,,,,,,,2852
2017-04-02T02:11:25.450722,,,,,,,,,31.1,,31.1
2017-04-02T02:11:25.450730,,,,,,,,1540,,,1540
2017-04-02T02:11:25.450738,,,,,,,1.47,,,,1.47
2017-04-02T02:11:25.450746,,,1.001,,,,,,,,1.001
2017-04-02T02:11:25.450753,,,,0,,,,,,,0
2017-04-02T02:11:37.389393,9,,,,,,,,,,9
2017-04-02T02:11:37.389426,,,,,,,,,,,
2017-04-02T02:11:37.389439,,,,,,6.035,,,,,6.035
2017-04-02T02:11:37.389448,,2852,,,,,,,,,2852
2017-04-02T02:11:37.389456,,,,,,,,,31.1,,31.1
2017-04-02T02:11:37.389464,,,,,,,,1540,,,1540
2017-04-02T02:11:37.389472,,,,,,,1.47,,,,1.47
2017-04-02T02:11:37.389480,,,1.001,,,,,,,,1.001
2017-04-02T02:11:37.389488,,,,0,,,,,,,0
2017-04-02T02:11:49.791139,8.97,,,,,,,,,,8.97
2017-04-02T02:11:49.791169,,,,,,,,,,,
2017-04-02T02:11:49.791181,,,,,,6.032,,,,,6.032
2017-04-02T02:11:49.791191,,2851,,,,,,,,,2851
2017-04-02T02:11:49.791211,,,,,,,,,31.1,,31.1
2017-04-02T02:11:49.791219,,,,,,,,1539,,,1539
2017-04-02T02:11:49.791227,,,,,,,1.47,,,,1.47
2017-04-02T02:11:49.791234,,,1.001,,,,,,,,1.001
2017-04-02T02:11:49.791241,,,,0,,,,,,,0
2017-04-02T02:12:01.429632,8.93,,,,,,,,,,8.93
2017-04-02T02:12:01.429664,,,,,,,,,,,
2017-04-02T02:12:01.429677,,,,,,6.034,,,,,6.034
2017-04-02T02:12:01.429687,,2852,,,,,,,,,2852
2017-04-02T02:12:01.429695,,,,,,,,,31.1,,31.1
2017-04-02T02:12:01.429704,,,,,,,,1540,,,1540
2017-04-02T02:12:01.429713,,,,,,,1.47,,,,1.47
2017-04-02T02:12:01.429721,,,1.001,,,,,,,,1.001
2017-04-02T02:12:01.429731,,,,0,,,,,,,0
2017-04-02T02:12:13.441394,8.92,,,,,,,,,,8.92
2017-04-02T02:12:13.441430,,,,,,,,,,,
2017-04-02T02:12:13.441449,,,,,,6.027,,,,,6.027
2017-04-02T02:12:13.441462,,2851,,,,,,,,,2851
2017-04-02T02:12:13.441473,,,,,,,,,31.34,,31.34
2017-04-02T02:12:13.441482,,,,,,,,1540,,,1540
2017-04-02T02:12:13.441491,,,,,,,1.47,,,,1.47
2017-04-02T02:12:13.441500,,,1.001,,,,,,,,1.001
2017-04-02T02:12:13.441508,,,,0,,,,,,,0
2017-04-02T02:12:25.880466,8.98,,,,,,,,,,8.98
2017-04-02T02:12:25.880502,,,,,,,,,,,
2017-04-02T02:12:25.880517,,,,,,6.028,,,,,6.028
2017-04-02T02:12:25.880528,,2848,,,,,,,,,2848
2017-04-02T02:12:25.880537,,,,,,,,,31.34,,31.34
2017-04-02T02:12:25.880546,,,,,,,,1538,,,1538
2017-04-02T02:12:25.880557,,,,,,,1.47,,,,1.47
2017-04-02T02:12:25.880566,,,1.001,,,,,,,,1.001
2017-04-02T02:12:25.880575,,,,0,,,,,,,0
2017-04-02T02:12:38.164937,9.01,,,,,,,,,,9.01
2017-04-02T02:12:38.164975,,,,,,,,,,,
2017-04-02T02:12:38.164989,,,,,,6.03,,,,,6.03
2017-04-02T02:12:38.165000,,2849,,,,,,,,,2849
2017-04-02T02:12:38.165011,,,,,,,,,31.1,,31.1
2017-04-02T02:12:38.165021,,,,,,,,1538,,,1538
2017-04-02T02:12:38.165030,,,,,,,1.47,,,,1.47
2017-04-02T02:12:38.165039,,,1.001,,,,,,,,1.001
2017-04-02T02:12:38.165048,,,,0,,,,,,,0
2017-04-02T02:12:50.401034,9.03,,,,,,,,,,9.03
2017-04-02T02:12:50.401065,,,,,,,,,,,
2017-04-02T02:12:50.401079,,,,,,6.029,,,,,6.029
2017-04-02T02:12:50.401090,,2851,,,,,,,,,2851
2017-04-02T02:12:50.401100,,,,,,,,,31.34,,31.34
2017-04-02T02:12:50.401109,,,,,,,,1539,,,1539
2017-04-02T02:12:50.401118,,,,,,,1.47,,,,1.47
2017-04-02T02:12:50.401127,,,1.001,,,,,,,,1.001
2017-04-02T02:12:50.401136,,,,0,,,,,,,0
2017-04-02T02:13:02.022730,9,,,,,,,,,,9
2017-04-02T02:13:02.022772,,,,,,,,,,,
2017-04-02T02:13:02.022788,,,,,,6.031,,,,,6.031
2017-04-02T02:13:02.022799,,2851,,,,,,,,,2851
2017-04-02T02:13:02.022808,,,,,,,,,31.1,,31.1
2017-04-02T02:13:02.022817,,,,,,,,1539,,,1539
2017-04-02T02:13:02.022828,,,,,,,1.47,,,,1.47
2017-04-02T02:13:02.022838,,,1.001,,,,,,,,1.001
2017-04-02T02:13:02.022847,,,,0,,,,,,,0
2017-04-02T02:13:14.109099,8.99,,,,,,,,,,8.99
2017-04-02T02:13:14.109135,,,,,,,,,,,
2017-04-02T02:13:14.109149,,,,,,6.027,,,,,6.027
2017-04-02T02:13:14.109162,,2850,,,,,,,,,2850
2017-04-02T02:13:14.109192,,,,,,,,,30.85,,30.85
2017-04-02T02:13:14.109202,,,,,,,,1539,,,1539
2017-04-02T02:13:14.109216,,,,,,,1.47,,,,1.47
2017-04-02T02:13:14.109226,,,1.001,,,,,,,,1.001
2017-04-02T02:13:14.109235,,,,0,,,,,,,0
2017-04-02T02:13:26.392099,9.03,,,,,,,,,,9.03
2017-04-02T02:13:26.392131,,,,,,,,,,,
2017-04-02T02:13:26.392146,,,,,,6.031,,,,,6.031
2017-04-02T02:13:26.392159,,2852,,,,,,,,,2852
2017-04-02T02:13:26.392169,,,,,,,,,31.1,,31.1
2017-04-02T02:13:26.392179,,,,,,,,1540,,,1540
2017-04-02T02:13:26.392190,,,,,,,1.47,,,,1.47
2017-04-02T02:13:26.392199,,,1.001,,,,,,,,1.001
2017-04-02T02:13:26.392211,,,,0,,,,,,,0
2017-04-02T02:13:38.507388,9.03,,,,,,,,,,9.03
2017-04-02T02:13:38.507425,,,,,,,,,,,
2017-04-02T02:13:38.507440,,,,,,6.023,,,,,6.023
2017-04-02T02:13:38.507452,,2852,,,,,,,,,2852
2017-04-02T02:13:38.507462,,,,,,,,,31.34,,31.34
2017-04-02T02:13:38.507471,,,,,,,,1540,,,1540
2017-04-02T02:13:38.507483,,,,,,,1.47,,,,1.47
2017-04-02T02:13:38.507492,,,1.001,,,,,,,,1.001
2017-04-02T02:13:38.507501,,,,0,,,,,,,0
2017-04-02T02:13:50.608055,9.02,,,,,,,,,,9.02
2017-04-02T02:13:50.608090,,,,,,,,,,,
2017-04-02T02:13:50.608105,,,,,,6.025,,,,,6.025
2017-04-02T02:13:50.608116,,2851,,,,,,,,,2851
2017-04-02T02:13:50.608127,,,,,,,,,31.1,,31.1
2017-04-02T02:13:50.608137,,,,,,,,1539,,,1539
2017-04-02T02:13:50.608147,,,,,,,1.47,,,,1.47
2017-04-02T02:13:50.608156,,,1.001,,,,,,,,1.001
2017-04-02T02:13:50.608166,,,,0,,,,,,,0
2017-04-02T02:14:02.605101,8.99,,,,,,,,,,8.99
2017-04-02T02:14:02.605136,,,,,,,,,,,
2017-04-02T02:14:02.605150,,,,,,6.027,,,,,6.027
2017-04-02T02:14:02.605160,,2852,,,,,,,,,2852
2017-04-02T02:14:02.605168,,,,,,,,,30.61,,30.61
2017-04-02T02:14:02.605176,,,,,,,,1540,,,1540
2017-04-02T02:14:02.605184,,,,,,,1.47,,,,1.47
2017-04-02T02:14:02.605192,,,1.001,,,,,,,,1.001
2017-04-02T02:14:02.605200,,,,0,,,,,,,0
2017-04-02T02:14:14.899345,8.97,,,,,,,,,,8.97
2017-04-02T02:14:14.899379,,,,,,,,,,,
2017-04-02T02:14:14.899392,,,,,,6.032,,,,,6.032
2017-04-02T02:14:14.899403,,2852,,,,,,,,,2852
2017-04-02T02:14:14.899412,,,,,,,,,31.1,,31.1
2017-04-02T02:14:14.899421,,,,,,,,1540,,,1540
2017-04-02T02:14:14.899430,,,,,,,1.47,,,,1.47
2017-04-02T02:14:14.899439,,,1.001,,,,,,,,1.001
2017-04-02T02:14:14.899447,,,,0,,,,,,,0
2017-04-02T02:14:26.817943,8.94,,,,,,,,,,8.94
2017-04-02T02:14:26.817979,,,,,,,,,,,
2017-04-02T02:14:26.817994,,,,,,6.027,,,,,6.027
2017-04-02T02:14:26.818005,,2848,,,,,,,,,2848
2017-04-02T02:14:26.818027,,,,,,,,,30.85,,30.85
2017-04-02T02:14:26.818036,,,,,,,,1538,,,1538
2017-04-02T02:14:26.818045,,,,,,,1.47,,,,1.47
2017-04-02T02:14:26.818054,,,1.001,,,,,,,,1.001
2017-04-02T02:14:26.818062,,,,0,,,,,,,0
2017-04-02T02:14:38.514207,8.93,,,,,,,,,,8.93
2017-04-02T02:14:38.514242,,,,,,,,,,,
2017-04-02T02:14:38.514257,,,,,,6.031,,,,,6.031
2017-04-02T02:14:38.514268,,2850,,,,,,,,,2850
2017-04-02T02:14:38.514277,,,,,,,,,31.1,,31.1
2017-04-02T02:14:38.514286,,,,,,,,1539,,,1539
2017-04-02T02:14:38.514295,,,,,,,1.47,,,,1.47
2017-04-02T02:14:38.514304,,,1.001,,,,,,,,1.001
2017-04-02T02:14:38.514313,,,,0,,,,,,,0
2017-04-02T02:14:50.520813,8.96,,,,,,,,,,8.96
2017-04-02T02:14:50.520846,,,,,,,,,,,
2017-04-02T02:14:50.520859,,,,,,6.023,,,,,6.023
2017-04-02T02:14:50.520868,,2852,,,,,,,,,2852
2017-04-02T02:14:50.520876,,,,,,,,,31.1,,31.1
2017-04-02T02:14:50.520884,,,,,,,,1540,,,1540
2017-04-02T02:14:50.520892,,,,,,,1.47,,,,1.47
2017-04-02T02:14:50.520899,,,1.001,,,,,,,,1.001
2017-04-02T02:14:50.520906,,,,0,,,,,,,0
2017-04-02T02:15:02.431722,8.97,,,,,,,,,,8.97
2017-04-02T02:15:02.431758,,,,,,,,,,,
2017-04-02T02:15:02.431774,,,,,,6.029,,,,,6.029
2017-04-02T02:15:02.431785,,2852,,,,,,,,,2852
2017-04-02T02:15:02.431796,,,,,,,,,31.34,,31.34
2017-04-02T02:15:02.431805,,,,,,,,1540,,,1540
2017-04-02T02:15:02.431814,,,,,,,1.47,,,,1.47
2017-04-02T02:15:02.431824,,,1.001,,,,,,,,1.001
2017-04-02T02:15:02.431833,,,,0,,,,,,,0
2017-04-02T02:15:14.488839,8.93,,,,,,,,,,8.93
2017-04-02T02:15:14.488876,,,,,,,,,,,
2017-04-02T02:15:14.488890,,,,,,6.032,,,,,6.032
2017-04-02T02:15:14.488901,,2849,,,,,,,,,2849
2017-04-02T02:15:14.488911,,,,,,,,,31.1,,31.1
2017-04-02T02:15:14.488920,,,,,,,,1538,,,1538
2017-04-02T02:15:14.488930,,,,,,,1.47,,,,1.47
2017-04-02T02:15:14.488939,,,1.001,,,,,,,,1.001
2017-04-02T02:15:14.488948,,,,0,,,,,,,0
2017-04-02T02:15:26.930336,8.97,,,,,,,,,,8.97
2017-04-02T02:15:26.930374,,,,,,,,,,,
2017-04-02T02:15:26.930390,,,,,,6.032,,,,,6.032
2017-04-02T02:15:26.930402,,2852,,,,,,,,,2852
2017-04-02T02:15:26.930414,,,,,,,,,31.1,,31.1
2017-04-02T02:15:26.930424,,,,,,,,1540,,,1540
2017-04-02T02:15:26.930437,,,,,,,1.47,,,,1.47
2017-04-02T02:15:26.930446,,,1.001,,,,,,,,1.001
2017-04-02T02:15:26.930455,,,,0,,,,,,,0
2017-04-02T02:15:38.877176,8.92,,,,,,,,,,8.92
2017-04-02T02:15:38.877207,,,,,,,,,,,
2017-04-02T02:15:38.877221,,,,,,6.029,,,,,6.029
2017-04-02T02:15:38.877231,,2852,,,,,,,,,2852
2017-04-02T02:15:38.877240,,,,,,,,,31.1,,31.1
2017-04-02T02:15:38.877248,,,,,,,,1540,,,1540
2017-04-02T02:15:38.877257,,,,,,,1.47,,,,1.47
2017-04-02T02:15:38.877265,,,1.001,,,,,,,,1.001
2017-04-02T02:15:38.877274,,,,0,,,,,,,0
2017-04-02T02:15:50.588061,9.02,,,,,,,,,,9.02
2017-04-02T02:15:50.588097,,,,,,,,,,,
2017-04-02T02:15:50.588111,,,,,,6.023,,,,,6.023
2017-04-02T02:15:50.588122,,2846,,,,,,,,,2846
2017-04-02T02:15:50.588180,,,,,,,,,31.34,,31.34
2017-04-02T02:15:50.588192,,,,,,,,1537,,,1537
2017-04-02T02:15:50.588202,,,,,,,1.47,,,,1.47
2017-04-02T02:15:50.588211,,,1.001,,,,,,,,1.001
2017-04-02T02:15:50.588221,,,,0,,,,,,,0
2017-04-02T02:16:02.876985,9.16,,,,,,,,,,9.16
2017-04-02T02:16:02.877015,,,,,,,,,,,
2017-04-02T02:16:02.877029,,,,,,6.029,,,,,6.029
2017-04-02T02:16:02.877040,,2852,,,,,,,,,2852
